order_id,payment_method,order_dt,delivery_time,product_id,amount,product_group_name,product_name,price,address
19314,offline,2022-05-30,56,1,14,Одежда,Носки,500,Боровичи
19314,offline,2022-05-30,56,12,29,Продукты,Круассан,50,Боровичи
325,offline,2021-12-04,36,11,2,Продукты,Огурец,5,Березники
13042,offline,2020-08-03,47,9,19,Продукты,Молоко,50,Выборг
77857,offline,2020-07-11,57,2,11,Одежда,Штаны,2100,Владимир
77857,offline,2020-07-11,57,8,14,Часы,Часы напольные,500,Владимир
77857,offline,2020-07-11,57,1,26,Одежда,Носки,500,Владимир
27270,online,2020-12-19,24,14,25,Напитки,Сок,100,Нижний Новгород
49863,online,2021-04-17,54,9,44,Продукты,Молоко,50,Асбест
49863,online,2021-04-17,54,14,28,Напитки,Сок,100,Асбест
21494,offline,2021-01-14,15,12,6,Продукты,Круассан,50,Воскресенск
21494,offline,2021-01-14,15,3,49,Одежда,Юбка,10000,Воскресенск
48879,online,2022-05-12,60,15,46,Напитки,Вода,20,Бор
48879,online,2022-05-12,60,5,38,Часы,Часы наручные,1000,Бор
48879,online,2022-05-12,60,8,44,Часы,Часы напольные,500,Бор
47979,offline,2020-03-19,44,,,,,,Белгород
55500,offline,2021-03-01,56,,,,,,Саратов
7073,offline,2021-12-26,48,,,,,,Энгельс
36453,online,2022-04-21,23,12,33,Продукты,Круассан,50,Балашиха
99315,offline,2020-09-30,8,2,44,Одежда,Штаны,2100,Елабуга
99315,offline,2020-09-30,8,5,45,Часы,Часы наручные,1000,Елабуга
81198,online,2021-10-05,33,15,34,Напитки,Вода,20,Арсеньев
52826,online,2020-08-05,59,15,18,Напитки,Вода,20,Прохладный
52826,online,2020-08-05,59,4,4,Одежда,Рубашка,15000,Прохладный
40985,offline,2021-12-04,43,3,48,Одежда,Юбка,10000,Сертолово
40985,offline,2021-12-04,43,7,17,Часы,Часы настенные,3000,Сертолово
20849,online,2022-08-30,46,2,49,Одежда,Штаны,2100,Череповец
20849,online,2022-08-30,46,6,15,Часы,Часы с кукушкой,90000,Череповец
17514,offline,2022-03-31,37,15,44,Напитки,Вода,20,Череповец
17514,offline,2022-03-31,37,6,4,Часы,Часы с кукушкой,90000,Череповец
17514,offline,2022-03-31,37,14,29,Напитки,Сок,100,Череповец
17514,offline,2022-03-31,37,12,34,Продукты,Круассан,50,Череповец
88926,offline,2021-05-07,10,15,32,Напитки,Вода,20,Белорецк
88926,offline,2021-05-07,10,13,9,Напитки,Злой кола,500,Белорецк
88926,offline,2021-05-07,10,5,21,Часы,Часы наручные,1000,Белорецк
1291,online,2020-04-17,53,12,30,Продукты,Круассан,50,Буйнакск
17909,online,2020-02-25,35,10,15,Продукты,Хлеб,20,Котлас
17909,online,2020-02-25,35,3,28,Одежда,Юбка,10000,Котлас
32366,online,2022-02-20,32,12,5,Продукты,Круассан,50,Щелково
32366,online,2022-02-20,32,6,40,Часы,Часы с кукушкой,90000,Щелково
77466,offline,2020-12-15,9,,,,,,Чайковский
56666,offline,2022-11-14,51,8,8,Часы,Часы напольные,500,Хасавюрт
56666,offline,2022-11-14,51,9,14,Продукты,Молоко,50,Хасавюрт
56666,offline,2022-11-14,51,11,5,Продукты,Огурец,5,Хасавюрт
59908,offline,2022-01-03,47,2,20,Одежда,Штаны,2100,Пушкино
35760,offline,2021-04-30,34,8,14,Часы,Часы напольные,500,Кызыл
48714,online,2021-01-21,21,,,,,,Керчь
45040,offline,2021-05-05,14,5,26,Часы,Часы наручные,1000,Клин
45040,offline,2021-05-05,14,2,38,Одежда,Штаны,2100,Клин
45040,offline,2021-05-05,14,1,1,Одежда,Носки,500,Клин
45040,offline,2021-05-05,14,10,1,Продукты,Хлеб,20,Клин
85590,online,2021-11-23,60,13,38,Напитки,Злой кола,500,Кропоткин
85590,online,2021-11-23,60,1,12,Одежда,Носки,500,Кропоткин
85590,online,2021-11-23,60,8,39,Часы,Часы напольные,500,Кропоткин
85590,online,2021-11-23,60,4,19,Одежда,Рубашка,15000,Кропоткин
85590,online,2021-11-23,60,2,4,Одежда,Штаны,2100,Кропоткин
85590,online,2021-11-23,60,15,43,Напитки,Вода,20,Кропоткин
56413,offline,2020-11-16,54,10,24,Продукты,Хлеб,20,Ярославль
30732,online,2021-07-12,42,10,20,Продукты,Хлеб,20,Свободный
30732,online,2021-07-12,42,15,37,Напитки,Вода,20,Свободный
30732,online,2021-07-12,42,7,13,Часы,Часы настенные,3000,Свободный
30732,online,2021-07-12,42,9,43,Продукты,Молоко,50,Свободный
74805,online,2020-03-19,60,3,36,Одежда,Юбка,10000,Таганрог
74805,online,2020-03-19,60,5,10,Часы,Часы наручные,1000,Таганрог
83736,online,2020-04-25,35,2,42,Одежда,Штаны,2100,Вольск
63496,offline,2023-03-15,55,8,30,Часы,Часы напольные,500,Якутск
10144,offline,2022-06-16,16,11,25,Продукты,Огурец,5,Таганрог
10144,offline,2022-06-16,16,14,10,Напитки,Сок,100,Таганрог
52385,online,2020-01-04,50,3,26,Одежда,Юбка,10000,Узловая
52385,online,2020-01-04,50,1,48,Одежда,Носки,500,Узловая
52385,online,2020-01-04,50,2,13,Одежда,Штаны,2100,Узловая
52385,online,2020-01-04,50,11,41,Продукты,Огурец,5,Узловая
52385,online,2020-01-04,50,6,35,Часы,Часы с кукушкой,90000,Узловая
85059,offline,2020-08-26,24,4,21,Одежда,Рубашка,15000,Асбест
85059,offline,2020-08-26,24,9,9,Продукты,Молоко,50,Асбест
28331,offline,2020-06-22,29,5,8,Часы,Часы наручные,1000,Ленинск-Кузнецкий
85378,online,2021-04-03,5,13,22,Напитки,Злой кола,500,Тимашевск
51586,online,2023-04-21,51,7,45,Часы,Часы настенные,3000,Хасавюрт
27606,offline,2023-01-15,58,,,,,,Горно-Алтайск
12783,online,2022-08-26,7,7,40,Часы,Часы настенные,3000,Воткинск
12783,online,2022-08-26,7,8,33,Часы,Часы напольные,500,Воткинск
71755,offline,2022-07-12,1,5,2,Часы,Часы наручные,1000,Артем
71755,offline,2022-07-12,1,6,6,Часы,Часы с кукушкой,90000,Артем
71755,offline,2022-07-12,1,8,42,Часы,Часы напольные,500,Артем
71755,offline,2022-07-12,1,4,23,Одежда,Рубашка,15000,Артем
9948,offline,2022-10-21,12,14,4,Напитки,Сок,100,Черкесск
50747,offline,2022-03-21,34,1,30,Одежда,Носки,500,Туймазы
81955,online,2021-11-10,34,10,24,Продукты,Хлеб,20,Урус-Мартан
81955,online,2021-11-10,34,5,31,Часы,Часы наручные,1000,Урус-Мартан
81955,online,2021-11-10,34,2,17,Одежда,Штаны,2100,Урус-Мартан
81955,online,2021-11-10,34,13,47,Напитки,Злой кола,500,Урус-Мартан
81955,online,2021-11-10,34,3,20,Одежда,Юбка,10000,Урус-Мартан
88699,offline,2020-04-09,28,6,32,Часы,Часы с кукушкой,90000,Тольятти
88699,offline,2020-04-09,28,1,6,Одежда,Носки,500,Тольятти
88699,offline,2020-04-09,28,4,26,Одежда,Рубашка,15000,Тольятти
33561,offline,2020-06-18,36,5,17,Часы,Часы наручные,1000,Воскресенск
33561,offline,2020-06-18,36,15,3,Напитки,Вода,20,Воскресенск
96772,offline,2023-02-27,2,,,,,,Раменское
11779,online,2020-05-08,43,15,17,Напитки,Вода,20,Нижний Тагил
37813,online,2022-04-26,59,8,9,Часы,Часы напольные,500,Чапаевск
37813,online,2022-04-26,59,12,26,Продукты,Круассан,50,Чапаевск
37813,online,2022-04-26,59,2,12,Одежда,Штаны,2100,Чапаевск
37813,online,2022-04-26,59,3,29,Одежда,Юбка,10000,Чапаевск
59804,offline,2020-08-22,9,7,15,Часы,Часы настенные,3000,Альметьевск
59804,offline,2020-08-22,9,5,44,Часы,Часы наручные,1000,Альметьевск
49301,online,2022-04-27,47,14,28,Напитки,Сок,100,Анапа
49301,online,2022-04-27,47,13,24,Напитки,Злой кола,500,Анапа
67402,online,2023-01-17,45,1,9,Одежда,Носки,500,Дзержинск
67402,online,2023-01-17,45,5,28,Часы,Часы наручные,1000,Дзержинск
57374,offline,2021-11-03,22,15,49,Напитки,Вода,20,Йошкар-Ола
57374,offline,2021-11-03,22,13,6,Напитки,Злой кола,500,Йошкар-Ола
21657,online,2020-07-13,37,11,1,Продукты,Огурец,5,Ижевск
21657,online,2020-07-13,37,15,35,Напитки,Вода,20,Ижевск
99983,offline,2021-12-07,41,13,14,Напитки,Злой кола,500,Уссурийск
99983,offline,2021-12-07,41,3,24,Одежда,Юбка,10000,Уссурийск
26284,offline,2023-03-21,43,4,36,Одежда,Рубашка,15000,Волгодонск
26284,offline,2023-03-21,43,13,12,Напитки,Злой кола,500,Волгодонск
26284,offline,2023-03-21,43,12,36,Продукты,Круассан,50,Волгодонск
54988,offline,2023-01-20,52,,,,,,Иркутск
44181,offline,2021-04-01,40,14,5,Напитки,Сок,100,Чистополь
44181,offline,2021-04-01,40,15,35,Напитки,Вода,20,Чистополь
50675,online,2022-10-04,9,1,27,Одежда,Носки,500,Вольск
64445,online,2022-01-28,59,6,43,Часы,Часы с кукушкой,90000,Сарапул
64445,online,2022-01-28,59,11,36,Продукты,Огурец,5,Сарапул
64445,online,2022-01-28,59,15,25,Напитки,Вода,20,Сарапул
64445,online,2022-01-28,59,4,15,Одежда,Рубашка,15000,Сарапул
78128,online,2022-04-20,55,7,15,Часы,Часы настенные,3000,Славянск-на-Кубани
78128,online,2022-04-20,55,14,31,Напитки,Сок,100,Славянск-на-Кубани
78128,online,2022-04-20,55,1,45,Одежда,Носки,500,Славянск-на-Кубани
80942,online,2023-02-06,48,5,12,Часы,Часы наручные,1000,Сергиев Посад
80942,online,2023-02-06,48,7,3,Часы,Часы настенные,3000,Сергиев Посад
80942,online,2023-02-06,48,2,41,Одежда,Штаны,2100,Сергиев Посад
47241,online,2021-12-07,27,10,15,Продукты,Хлеб,20,Бердск
54204,offline,2020-05-04,34,9,20,Продукты,Молоко,50,Бор
54204,offline,2020-05-04,34,1,46,Одежда,Носки,500,Бор
57452,offline,2022-08-05,46,12,41,Продукты,Круассан,50,Волгодонск
57452,offline,2022-08-05,46,7,22,Часы,Часы настенные,3000,Волгодонск
57452,offline,2022-08-05,46,2,2,Одежда,Штаны,2100,Волгодонск
95544,online,2022-09-19,28,12,22,Продукты,Круассан,50,Южно-Сахалинск
95544,online,2022-09-19,28,11,6,Продукты,Огурец,5,Южно-Сахалинск
22769,offline,2021-08-02,20,12,29,Продукты,Круассан,50,Челябинск
57239,offline,2021-11-05,3,15,7,Напитки,Вода,20,Иваново
57239,offline,2021-11-05,3,3,1,Одежда,Юбка,10000,Иваново
57239,offline,2021-11-05,3,8,41,Часы,Часы напольные,500,Иваново
90193,offline,2021-09-15,52,10,26,Продукты,Хлеб,20,Бугульма
90193,offline,2021-09-15,52,13,15,Напитки,Злой кола,500,Бугульма
55509,online,2022-02-14,3,6,10,Часы,Часы с кукушкой,90000,Красноярск
15291,online,2020-12-02,24,8,45,Часы,Часы напольные,500,Ханты-Мансийск
15291,online,2020-12-02,24,3,48,Одежда,Юбка,10000,Ханты-Мансийск
15291,online,2020-12-02,24,11,32,Продукты,Огурец,5,Ханты-Мансийск
15291,online,2020-12-02,24,14,5,Напитки,Сок,100,Ханты-Мансийск
1268,offline,2020-11-30,21,9,48,Продукты,Молоко,50,Геленджик
64236,offline,2020-08-29,42,13,50,Напитки,Злой кола,500,Лениногорск
64236,offline,2020-08-29,42,7,8,Часы,Часы настенные,3000,Лениногорск
64236,offline,2020-08-29,42,5,45,Часы,Часы наручные,1000,Лениногорск
96245,offline,2021-04-13,22,,,,,,Тольятти
27144,online,2021-10-29,1,5,3,Часы,Часы наручные,1000,Саратов
27144,online,2021-10-29,1,6,30,Часы,Часы с кукушкой,90000,Саратов
27144,online,2021-10-29,1,15,12,Напитки,Вода,20,Саратов
50359,offline,2022-11-05,13,3,15,Одежда,Юбка,10000,Казань
51949,online,2020-11-20,27,14,16,Напитки,Сок,100,Выкса
94527,online,2022-07-24,50,14,35,Напитки,Сок,100,Элиста
80714,online,2020-02-17,32,6,25,Часы,Часы с кукушкой,90000,Уссурийск
66152,online,2022-09-25,9,8,5,Часы,Часы напольные,500,Буденновск
5139,online,2022-06-28,19,2,9,Одежда,Штаны,2100,Кузнецк
5139,online,2022-06-28,19,14,10,Напитки,Сок,100,Кузнецк
38135,offline,2022-04-09,12,15,6,Напитки,Вода,20,Черемхово
2841,online,2022-11-02,1,15,26,Напитки,Вода,20,Южно-Сахалинск
2841,online,2022-11-02,1,5,21,Часы,Часы наручные,1000,Южно-Сахалинск
7099,online,2020-07-22,47,,,,,,Арзамас
25318,offline,2022-09-16,14,1,42,Одежда,Носки,500,Ялта
47609,online,2020-02-09,8,,,,,,Вязьма
53509,online,2020-06-05,16,9,9,Продукты,Молоко,50,Краснотурьинск
53509,online,2020-06-05,16,14,7,Напитки,Сок,100,Краснотурьинск
81137,offline,2022-07-09,24,1,36,Одежда,Носки,500,Белебей
81137,offline,2022-07-09,24,6,39,Часы,Часы с кукушкой,90000,Белебей
91834,online,2022-10-16,6,,,,,,Горно-Алтайск
83891,online,2021-05-25,31,7,24,Часы,Часы настенные,3000,Владикавказ
40914,offline,2022-09-10,49,13,41,Напитки,Злой кола,500,Сургут
40914,offline,2022-09-10,49,6,32,Часы,Часы с кукушкой,90000,Сургут
86599,offline,2022-04-11,21,8,21,Часы,Часы напольные,500,Хасавюрт
43731,offline,2022-04-12,7,12,17,Продукты,Круассан,50,Гатчина
43731,offline,2022-04-12,7,10,1,Продукты,Хлеб,20,Гатчина
43731,offline,2022-04-12,7,14,41,Напитки,Сок,100,Гатчина
43731,offline,2022-04-12,7,5,7,Часы,Часы наручные,1000,Гатчина
92720,online,2020-03-22,3,4,8,Одежда,Рубашка,15000,Анжеро-Судженск
92720,online,2020-03-22,3,15,19,Напитки,Вода,20,Анжеро-Судженск
92720,online,2020-03-22,3,8,34,Часы,Часы напольные,500,Анжеро-Судженск
78706,online,2020-08-26,49,15,5,Напитки,Вода,20,Набережные Челны
5728,online,2020-11-29,39,13,11,Напитки,Злой кола,500,Каменск-Уральский
40223,online,2020-03-31,24,8,38,Часы,Часы напольные,500,Азов
40223,online,2020-03-31,24,5,9,Часы,Часы наручные,1000,Азов
40223,online,2020-03-31,24,2,2,Одежда,Штаны,2100,Азов
40223,online,2020-03-31,24,12,5,Продукты,Круассан,50,Азов
87540,online,2020-04-04,34,5,5,Часы,Часы наручные,1000,Евпатория
87540,online,2020-04-04,34,12,45,Продукты,Круассан,50,Евпатория
87540,online,2020-04-04,34,4,19,Одежда,Рубашка,15000,Евпатория
87540,online,2020-04-04,34,1,31,Одежда,Носки,500,Евпатория
87540,online,2020-04-04,34,14,50,Напитки,Сок,100,Евпатория
59908,offline,2022-01-03,27,2,20,Одежда,Штаны,2100,Пушкино
92897,online,2021-04-29,50,,,,,,Ейск
68019,online,2022-10-12,9,9,44,Продукты,Молоко,50,Жуковский
64896,online,2021-05-03,24,6,38,Часы,Часы с кукушкой,90000,Сальск
64896,online,2021-05-03,24,4,10,Одежда,Рубашка,15000,Сальск
64896,online,2021-05-03,24,12,35,Продукты,Круассан,50,Сальск
92211,offline,2022-03-01,24,6,38,Часы,Часы с кукушкой,90000,Буйнакск
92211,offline,2022-03-01,24,2,33,Одежда,Штаны,2100,Буйнакск
92211,offline,2022-03-01,24,8,22,Часы,Часы напольные,500,Буйнакск
39985,offline,2022-03-04,42,13,32,Напитки,Злой кола,500,Северодвинск
64211,offline,2020-06-03,19,,,,,,Архангельск
78830,offline,2020-04-12,54,12,45,Продукты,Круассан,50,Жигулевск
82979,online,2022-07-25,42,9,27,Продукты,Молоко,50,Павловский Посад
82979,online,2022-07-25,42,5,13,Часы,Часы наручные,1000,Павловский Посад
82979,online,2022-07-25,42,10,37,Продукты,Хлеб,20,Павловский Посад
82979,online,2022-07-25,42,1,19,Одежда,Носки,500,Павловский Посад
72552,offline,2020-09-18,10,14,14,Напитки,Сок,100,Выборг
72552,offline,2020-09-18,10,11,17,Продукты,Огурец,5,Выборг
72552,offline,2020-09-18,10,3,34,Одежда,Юбка,10000,Выборг
965,online,2022-11-27,55,8,38,Часы,Часы напольные,500,Железногорск (Курская область)
965,online,2022-11-27,55,11,46,Продукты,Огурец,5,Железногорск (Курская область)
60779,online,2022-07-31,41,3,50,Одежда,Юбка,10000,Армавир
60779,online,2022-07-31,41,14,38,Напитки,Сок,100,Армавир
49560,online,2021-09-28,40,1,39,Одежда,Носки,500,Павловский Посад
49560,online,2021-09-28,40,10,32,Продукты,Хлеб,20,Павловский Посад
33942,online,2022-09-04,57,7,10,Часы,Часы настенные,3000,Октябрьский
33942,online,2022-09-04,57,6,42,Часы,Часы с кукушкой,90000,Октябрьский
33942,online,2022-09-04,57,8,31,Часы,Часы напольные,500,Октябрьский
86014,online,2020-08-25,39,9,35,Продукты,Молоко,50,Ангарск
75130,offline,2021-11-19,4,9,37,Продукты,Молоко,50,Балашиха
64581,offline,2020-12-31,47,15,14,Напитки,Вода,20,Щелково
5178,online,2020-05-03,45,14,37,Напитки,Сок,100,Тула
5178,online,2020-05-03,45,1,1,Одежда,Носки,500,Тула
5178,online,2020-05-03,45,8,34,Часы,Часы напольные,500,Тула
74376,offline,2022-06-07,47,4,6,Одежда,Рубашка,15000,Дзержинск
74376,offline,2022-06-07,47,6,50,Часы,Часы с кукушкой,90000,Дзержинск
74376,offline,2022-06-07,47,11,35,Продукты,Огурец,5,Дзержинск
72271,offline,2021-08-19,29,9,13,Продукты,Молоко,50,Ейск
72271,offline,2021-08-19,29,8,31,Часы,Часы напольные,500,Ейск
72271,offline,2021-08-19,29,11,43,Продукты,Огурец,5,Ейск
13580,offline,2021-04-25,40,15,8,Напитки,Вода,20,Кирово-Чепецк
13580,offline,2021-04-25,40,3,13,Одежда,Юбка,10000,Кирово-Чепецк
81137,offline,2022-07-09,33,1,36,Одежда,Носки,500,Белебей
81137,offline,2022-07-09,33,6,39,Часы,Часы с кукушкой,90000,Белебей
50365,offline,2020-03-05,56,8,13,Часы,Часы напольные,500,Гудермес
50365,offline,2020-03-05,56,13,6,Напитки,Злой кола,500,Гудермес
50365,offline,2020-03-05,56,6,49,Часы,Часы с кукушкой,90000,Гудермес
50365,offline,2020-03-05,56,4,31,Одежда,Рубашка,15000,Гудермес
50365,offline,2020-03-05,56,7,35,Часы,Часы настенные,3000,Гудермес
73530,online,2020-04-05,22,,,,,,Лесосибирск
87268,offline,2021-11-01,53,6,25,Часы,Часы с кукушкой,90000,Тверь
87268,offline,2021-11-01,53,1,49,Одежда,Носки,500,Тверь
87268,offline,2021-11-01,53,11,8,Продукты,Огурец,5,Тверь
87268,offline,2021-11-01,53,10,23,Продукты,Хлеб,20,Тверь
58265,offline,2020-04-30,23,8,21,Часы,Часы напольные,500,Энгельс
58265,offline,2020-04-30,23,14,40,Напитки,Сок,100,Энгельс
58265,offline,2020-04-30,23,6,20,Часы,Часы с кукушкой,90000,Энгельс
48644,offline,2020-04-21,21,1,47,Одежда,Носки,500,Алексин
48644,offline,2020-04-21,21,8,20,Часы,Часы напольные,500,Алексин
48644,offline,2020-04-21,21,9,46,Продукты,Молоко,50,Алексин
48644,offline,2020-04-21,21,6,26,Часы,Часы с кукушкой,90000,Алексин
48644,offline,2020-04-21,21,15,21,Напитки,Вода,20,Алексин
73977,offline,2023-03-30,21,7,35,Часы,Часы настенные,3000,Наро-Фоминск
73977,offline,2023-03-30,21,15,8,Напитки,Вода,20,Наро-Фоминск
73977,offline,2023-03-30,21,13,41,Напитки,Злой кола,500,Наро-Фоминск
4833,offline,2020-12-28,2,14,6,Напитки,Сок,100,Ставрополь
4833,offline,2020-12-28,2,11,34,Продукты,Огурец,5,Ставрополь
4833,offline,2020-12-28,2,12,30,Продукты,Круассан,50,Ставрополь
4833,offline,2020-12-28,2,2,1,Одежда,Штаны,2100,Ставрополь
25289,offline,2022-03-26,59,10,13,Продукты,Хлеб,20,Белогорск (Амурская область)
25289,offline,2022-03-26,59,11,48,Продукты,Огурец,5,Белогорск (Амурская область)
25289,offline,2022-03-26,59,5,49,Часы,Часы наручные,1000,Белогорск (Амурская область)
27561,offline,2022-06-28,49,5,13,Часы,Часы наручные,1000,Щекино
27561,offline,2022-06-28,49,13,50,Напитки,Злой кола,500,Щекино
27561,offline,2022-06-28,49,11,19,Продукты,Огурец,5,Щекино
53116,offline,2022-11-28,45,11,49,Продукты,Огурец,5,Саранск
75084,offline,2022-11-25,59,4,33,Одежда,Рубашка,15000,Ленинск-Кузнецкий
75084,offline,2022-11-25,59,1,2,Одежда,Носки,500,Ленинск-Кузнецкий
75084,offline,2022-11-25,59,8,26,Часы,Часы напольные,500,Ленинск-Кузнецкий
75084,offline,2022-11-25,59,3,33,Одежда,Юбка,10000,Ленинск-Кузнецкий
75084,offline,2022-11-25,59,14,6,Напитки,Сок,100,Ленинск-Кузнецкий
82385,online,2021-03-08,53,14,1,Напитки,Сок,100,Иваново
82385,online,2021-03-08,53,6,36,Часы,Часы с кукушкой,90000,Иваново
82385,online,2021-03-08,53,4,2,Одежда,Рубашка,15000,Иваново
62106,offline,2020-09-12,21,7,43,Часы,Часы настенные,3000,Тамбов
62106,offline,2020-09-12,21,15,24,Напитки,Вода,20,Тамбов
62106,offline,2020-09-12,21,11,28,Продукты,Огурец,5,Тамбов
75130,offline,2021-11-19,42,9,37,Продукты,Молоко,50,Балашиха
62923,offline,2022-05-10,47,14,48,Напитки,Сок,100,Долгопрудный
81277,online,2020-12-16,49,5,49,Часы,Часы наручные,1000,Тихорецк
81277,online,2020-12-16,49,11,32,Продукты,Огурец,5,Тихорецк
74471,offline,2021-10-09,24,10,28,Продукты,Хлеб,20,Волжск
44941,offline,2020-05-06,9,13,20,Напитки,Злой кола,500,Ростов-на-Дону
44941,offline,2020-05-06,9,15,1,Напитки,Вода,20,Ростов-на-Дону
69021,online,2022-02-22,29,1,16,Одежда,Носки,500,Димитровград
69021,online,2022-02-22,29,5,4,Часы,Часы наручные,1000,Димитровград
26653,online,2020-05-03,45,14,8,Напитки,Сок,100,Зеленодольск
1857,offline,2021-10-21,53,15,32,Напитки,Вода,20,Волгоград
1857,offline,2021-10-21,53,4,20,Одежда,Рубашка,15000,Волгоград
1857,offline,2021-10-21,53,8,46,Часы,Часы напольные,500,Волгоград
18741,offline,2020-03-27,20,15,13,Напитки,Вода,20,Наро-Фоминск
90226,online,2023-04-07,36,6,18,Часы,Часы с кукушкой,90000,Керчь
90226,online,2023-04-07,36,15,6,Напитки,Вода,20,Керчь
90226,online,2023-04-07,36,4,49,Одежда,Рубашка,15000,Керчь
22108,offline,2020-11-23,31,12,10,Продукты,Круассан,50,Ногинск
22108,offline,2020-11-23,31,7,31,Часы,Часы настенные,3000,Ногинск
21210,online,2022-10-22,60,4,33,Одежда,Рубашка,15000,Гусь-Хрустальный
21210,online,2022-10-22,60,9,2,Продукты,Молоко,50,Гусь-Хрустальный
21210,online,2022-10-22,60,8,28,Часы,Часы напольные,500,Гусь-Хрустальный
44479,offline,2022-03-14,12,8,42,Часы,Часы напольные,500,Владикавказ
44479,offline,2022-03-14,12,9,20,Продукты,Молоко,50,Владикавказ
44479,offline,2022-03-14,12,2,43,Одежда,Штаны,2100,Владикавказ
55351,online,2021-11-18,54,1,44,Одежда,Носки,500,Сертолово
55351,online,2021-11-18,54,8,20,Часы,Часы напольные,500,Сертолово
55351,online,2021-11-18,54,2,27,Одежда,Штаны,2100,Сертолово
55351,online,2021-11-18,54,9,37,Продукты,Молоко,50,Сертолово
25966,online,2020-04-27,3,,,,,,Воркута
91605,online,2022-09-04,44,,,,,,Сертолово
34041,offline,2021-12-02,35,,,,,,Апатиты
